Datasett hentet fra;https://hnygard.github.io/sivilombudet-uttalelser/;@hallny / Norske-postlister.no;Kilde;https://www.sivilombudet.no/uttalelser/;Data hentet;09.11.2025 09:09:11
Dato - uttalelse;Dato - publisert;Saksnummer;Lenke uttalelse;Lovreferanse;Tittel
22.08.2025;05.09.2025;SM-2025/524;https://www.sivilombudet.no/uttalelser/lang-saksbehandlingstid-i-sak-om-miljorettet-helsevern-stoy-fra-trafikk-og-utesteder/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 17 første ledd, forvaltningsloven §17, grunnloven § 102, grunnloven § 104 andre ledd;
20.08.2025;01.09.2025;SM-2025/2554;https://www.sivilombudet.no/uttalelser/fiskeridirektoratets-saksbehandlingstid-i-klagesaker-om-tildeling-av-akvakulturtillatelse/;forvaltningsloven §, forvaltningsloven § 11;
26.06.2025;05.08.2025;SM-2024/4355;https://www.sivilombudet.no/uttalelser/avsluttende-brev-avslutning-av-sak-om-virkningstidspunkt-for-uforetrygd/;folketrygdloven §, folketrygdloven § 12-5, folketrygdloven § 12-5 første ledd, folketrygdloven§ 12-5, folketrygdloven§ 12-6, sivilombudsloven § 1, trygderettsloven § 7 tredje ledd;
27.06.2025;04.08.2025;SM-2024/6302;https://www.sivilombudet.no/uttalelser/diskrimineringsnemndas-uttalelse-i-sak-om-tilgangen-til-digitale-offentlige-tjenester/;forskriften § 19, forskriften § 9, forvaltningsloven § 15, forvaltningsloven § 17, forvaltningsloven § 2 tredje ledd, forvaltningsloven § 25, forvaltningsloven § 3 første ledd;
26.06.2025;04.08.2025;SM-2025/897;https://www.sivilombudet.no/uttalelser/voldserstatning-i-form-av-oppreisningserstatning-nar-partene-er-barn/;straffeloven §, straffeloven § 299, straffeloven § 304, straffeloven § 308, straffeloven§ 299;
26.06.2025;07.07.2025;SM-2025/751;https://www.sivilombudet.no/uttalelser/statsforvalterens-taushetsplikt-ved-utredning-av-tilsynssak/;forvaltningsloven § 13, omsorgstjenesteloven § 5-9;
27.06.2025;07.07.2025;SM-2025/2359, SM-2025/2889;https://www.sivilombudet.no/uttalelser/behandlingstid-for-krav-om-partsinnsyn-ved-nav-utland-og-fellestjenester-oslo/;forvaltningsloven § 11;
26.06.2025;07.07.2025;SM-2024/6880;https://www.sivilombudet.no/uttalelser/52757/;folketrygdloven § 21-4, folketrygdloven § 25-7, forvaltningsloven § 14, forvaltningsloven § 16, forvaltningsloven § 17, forvaltningsloven § 24, forvaltningsloven § 25, helsepersonelloven § 15;
27.06.2025;07.07.2025;SM-2025/2187;https://www.sivilombudet.no/uttalelser/eget-tiltak-grimstad-kommunes-saksbehandlingstid-i-innsynssaker/;forvaltningsloven § 11, forvaltningsloven § 33 fjerde ledd, offentleglova § 29 første ledd annet punktum, offentleglova § 32 annet ledd, offentleglova § 32 tredje ledd, sivilombudsloven § 15;
27.06.2025;07.07.2025;SM-2024/6159;https://www.sivilombudet.no/uttalelser/rekkevidden-av-taushetsplikten-i-sjoloven-ved-innsyn-i-aksjonslogg-innhentet-av-statens-havarikommisjon/;forvaltningsloven § 13, grunnloven § 100 femte ledd, offentleglova §, offentleglova § 13, offentleglova § 3, offentleglova§ 1;
26.06.2025;30.06.2025;SM-2025/459;https://www.sivilombudet.no/uttalelser/innsyn-i-svarene-pa-sporreundersokelse-om-mattilsynets-tilsynskampanje-for-svin/;offentleglova § 15 andre ledd, offentleglova § 15 fjerde ledd, offentleglova § 3;
16.06.2025;26.06.2025;SM-2024/5496;https://www.sivilombudet.no/uttalelser/tolkning-av-reguleringsplan-omriss-av-bygninger-og-byggegrenser-i-strandsonen/;plan- og bygningsloven § 1-1 fjerde ledd, plan- og bygningsloven § 1-8 tredje ledd;
21.06.2025;26.06.2025;SM-2024/5454;https://www.sivilombudet.no/uttalelser/arbeidsgivers-adgang-til-a-begrense-arbeidstakers-ytringsfrihet-i-arbeidstiden-og-pa-arbeidsplassen/;forvaltningsloven § 17 første ledd, forvaltningsloven § 18, forvaltningsloven § 2 andre ledd, forvaltningsloven § 33, forvaltningsloven § 33 femte ledd, grunnloven § 100, kommuneloven § 11-2 første ledd, kommuneloven § 11-5 andre ledd, kommuneloven § 11-5 annet ledd;
23.06.2025;25.06.2025;SM-2024/5583;https://www.sivilombudet.no/uttalelser/refusjon-av-utbetalt-sosialstonad-i-etterbetalt-trygdeytelse-2/;folketrygdloven § 11-1, folketrygdloven § 12-1, folketrygdloven § 21-1, forvaltningsloven § 16, forvaltningsloven § 17, forvaltningsloven § 25, forvaltningsloven § 35, sosialtjenesteloven § 25, sosialtjenesteloven § 26;
20.06.2025;23.06.2025;SM-2024/6000;https://www.sivilombudet.no/uttalelser/lanekassens-praksis-for-behandling-av-klager/;forvaltningsloven §, forvaltningsloven § 33 fjerde ledd, forvaltningsloven§ 11, forvaltningsloven§ 32 tredje ledd, sivilombudsloven § 8;
16.06.2025;19.06.2025;SM-2025/998;https://www.sivilombudet.no/uttalelser/lang-saksbehandlingstid-og-manglende-svar-i-forsvaret/;forvaltningsloven § 1, forvaltningsloven § 11;
03.06.2025;19.06.2025;SM-2025/588;https://www.sivilombudet.no/uttalelser/avslag-pa-soknad-om-skolebytte-om-barnets-beste-og-barnets-rett-til-medvirkning/;forvaltningsloven § 17, forvaltningsloven § 17 første ledd, forvaltningsloven § 33 femte ledd, grunnloven § 104;
16.06.2025;18.06.2025;SM-2025/258;https://www.sivilombudet.no/uttalelser/overgangen-fra-gradert-uforetrygd-til-alderspensjon-krav-til-tydelig-informasjon/;folketrygdloven §, folketrygdloven§ 19-2, forvaltningsloven § 11, forvaltningsloven § 24, forvaltningsloven § 25, sivilombudsloven § 12 første ledd bokstav a, sivilombudsloven § 15;
22.05.2025;12.06.2025;SM-2025/1367;https://www.sivilombudet.no/uttalelser/saksbehandlingstiden-i-en-klagesak-om-overforing-av-et-reinmerke/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd, forvaltningsloven § 33, grunnloven § 104 andre ledd, reindriftsloven § 38;
05.06.2025;10.06.2025;SM-2024/6610;https://www.sivilombudet.no/uttalelser/naeringsetatens-behandling-av-soknad-om-skjenkebevilling/;forvaltningsloven § 11, forvaltningsloven § 17 annet ledd;
03.06.2025;06.06.2025;SM-2024/6654;https://www.sivilombudet.no/uttalelser/forsvarets-dimisjon-av-en-soldat-i-forstegangstjenesten-pa-medisinsk-grunnlag/;forskriften §, forskriften § 18, forskriften § 19, forskriften§ 18-20;
21.05.2025;02.06.2025;SM-2024/4601;https://www.sivilombudet.no/uttalelser/sporsmal-om-klagerett-over-datatilsynets-vedtak-i-sak-om-brudd-pa-gdpr/;forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 2 første ledd bokstav e, forvaltningsloven § 28;
23.05.2025;27.05.2025;SM-2025/95;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandlingstid-i-sak-om-tilsyn-med-helsetjenesten/;forvaltningsloven § 1, forvaltningsloven § 11, pasient- og brukerrettighetsloven § 7-4;
21.05.2025;27.05.2025;SM-2024/6572;https://www.sivilombudet.no/uttalelser/lang-saksbehandlingstid-ved-behandling-av-soknader-om-samtykke-etter-vergemalsloven-%c2%a711-hos-statsforvalteren-i-ostfold-buskerud-oslo-og-akershus/;forvaltningsloven § 11, vergemålsloven § 11, vergemålsloven § 55 tredje ledd, vergemålsloven §11;
22.05.2025;27.05.2025;SM-2025/401;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandling-av-henvendelser-om-lovlighetskontroll/;forvaltningsloven § 11, kommuneloven § 27-1, kommuneloven § 27-1 annet ledd, kommuneloven § 59, sivilombudsloven § 12, sivilombudsloven § 15;
16.05.2025;23.05.2025;SM-2024/5133;https://www.sivilombudet.no/uttalelser/tvangsoverforing-av-innsatt-til-fengsel-med-hoyt-sikkerhetsniva-av-helsemessige-arsaker/;forvaltningsloven § 34 andre ledd andre punktum, grunnloven § 104 andre ledd, grunnloven § 104 første ledd, straffegjennomføringsloven § 14 andre ledd, straffegjennomføringsloven § 14 første ledd, straffegjennomføringsloven § 14 første ledd bokstav a, straffegjennomføringsloven § 14 første ledd bokstav d, straffegjennomføringsloven § 14 siste ledd, straffegjennomføringsloven § 3 andre ledd, straffegjennomføringsloven § 37;
16.10.2024;23.05.2025;SM-2024/3653;https://www.sivilombudet.no/uttalelser/lang-behandlingstid-i-sak-om-partsinnsyn-i-et-barns-pasientjournal/;forvaltningsloven § 11;
15.05.2025;19.05.2025;SM-2024/5798;https://www.sivilombudet.no/uttalelser/utlendingsdirektoratets-stans-berostillelse-og-klagebehandlingstid-i-saker-om-familieinnvandring-i-pavente-av-referansepersonens-uavgjorte-tilbakekallssak-2/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 33, forvaltningsloven § 34 andre ledd, utlendingsloven § 40, utlendingsloven § 40 fjerde ledd, utlendingsloven § 40 tredje ledd, utlendingsloven § 80;
15.05.2025;19.05.2025;SM-2024/6228;https://www.sivilombudet.no/uttalelser/utlendingsdirektoratets-stans-berostillelse-og-klagebehandlingstid-i-saker-om-familieinnvandring-i-pavente-av-referansepersonens-uavgjorte-tilbakekallssak/;forvaltningsloven § 11, forvaltningsloven § 17, utlendingsforskriften § 17-7, utlendingsloven § 40 fjerde ledd, utlendingsloven § 40 tredje ledd, utlendingsloven § 80, utlendingsloven § 83 andre ledd;
08.05.2025;16.05.2025;SM-2024/6510;https://www.sivilombudet.no/uttalelser/avsluttende-brev-avslutning-av-sak-eget-tiltak-sporsmal-om-forbrukerradet-kan-representere-enkeltpersoner-etter-gdpr-artikkel-80-nr-1/;;
30.04.2025;16.05.2025;SM-2025/926;https://www.sivilombudet.no/uttalelser/avslag-pa-soknad-om-velferdspermisjon-fra-fengsel/;straffegjennomføringsloven § 33 første ledd;
11.04.2025;08.05.2025;SM-2024/6209;https://www.sivilombudet.no/uttalelser/opplaering-i-samisk/;forvaltningsloven § 23, grunnloven § 108, opplæringslova § 10-8, opplæringslova § 7-1, opplæringsloven § 14-4, opplæringsloven § 3-2 siste ledd, sivilombudsloven § 8;
12.04.2025;05.05.2025;SM-2024/1698;https://www.sivilombudet.no/uttalelser/automatisert-saksbehandling-i-nav-av-soknader-om-sykepenger/;folketrygdloven §, folketrygdloven§ 8-28, folketrygdloven§ 8-29, forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 2 tredje ledd, forvaltningsloven § 24, forvaltningsloven § 25, nav-loven § 4;
07.04.2025;30.04.2025;SM-2024/6021;https://www.sivilombudet.no/uttalelser/innsyn-i-a-meldinger-som-er-meldt-inn-av-virksomheter-omfattet-av-offentleglova-rekkevidden-av-taushetsplikten-i-a-opplysningsloven-%c2%a7-7/;aksjeloven §4-6, allmennaksjeloven § 4-5, arbeidsmiljøloven § 14-15 femte ledd, arbeidsmiljøloven § 14-15 sjette ledd, folketrygdloven §, folketrygdloven§ 25-1 annet ledd, forvaltningsloven §, forvaltningsloven § 13, forvaltningsloven § 3-7, forvaltningsloven§ 13, forvaltningsloven§ 7-2, kommuneloven § 78 nr. 7, ligningsloven § 13-3, ligningsloven § 3-13, offentleglova § 12, offentleglova § 13, offentleglova § 25 tredje ledd, offentleglova § 25 tredje ledd andre punktum, offentleglova § 3, offentleglova § 4 første ledd, offentleglova § 9, skatteloven § 5-2 femte ledd;
22.04.2025;29.04.2025;SM-2025/275;https://www.sivilombudet.no/uttalelser/vegdirektoratets-krav-om-stadfesting-av-fremtidsfullmakter/;forvaltningsloven § 12 fjerde ledd, forvaltningsloven § 12 første ledd, vergemålsloven § 84;
10.04.2025;28.04.2025;SM-2024/5432;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandling-av-klage-pa-ernaering-uten-eget-samtykke-fra-ungdom-under-16-ar/;forvaltningsloven § 11, forvaltningsloven § 2 tredje ledd, forvaltningsloven § 24, forvaltningsloven § 25, grunnloven § 104, pasient- og brukerrettighetsloven §, pasient- og brukerrettighetsloven§ 3-1, pasient- og brukerrettighetsloven§ 4-3, pasient- og brukerrettighetsloven§ 7-4, psykisk helsevernloven §, psykisk helsevernloven § 1-1, psykisk helsevernloven § 2-1, psykisk helsevernloven § 4-2, psykisk helsevernloven § 4-4, psykisk helsevernloven § 4-8, psykisk helsevernloven§ 4-4, spesialisthelsetjenesteloven § 2-2;
22.04.2025;24.04.2025;SM-2024/5938;https://www.sivilombudet.no/uttalelser/saksbehandlingstid-og-innhold-i-avslag-etter-offentleglova/;forvaltningsloven § 11, helsepersonelloven § 67, offentleglova § 13, offentleglova § 24 annet ledd, offentleglova § 28, offentleglova § 29 første ledd annet punktum, offentleglova § 31 første ledd, offentleglova § 32 tredje ledd, offentleglova § 9, sivilombudsloven § 15, sivilombudsloven § 16;
11.04.2025;23.04.2025;SM-2024/4490;https://www.sivilombudet.no/uttalelser/behandlingen-av-sak-om-innsyn-i-eiendomsskatteopplysninger/;forvaltningsloven § 13, forvaltningsloven § 3-1, forvaltningsloven § 3-7 bokstav c, forvaltningsloven § 3-7 første ledd bokstav c, forvaltningsloven § 33, forvaltningsloven § 33 fjerde ledd, forvaltningsloven § 34 andre ledd, forvaltningsloven § 34 andre ledd første punktum, forvaltningsloven § 34 siste ledd, grunnloven § 100 femte ledd første punktum, offentleglova § 1, offentleglova § 12, offentleglova § 12 bokstav c, offentleglova § 13, offentleglova § 2 første ledd bokstav b, offentleglova § 29, offentleglova § 29 første ledd, offentleglova § 3, offentleglova § 32 fjerde ledd, offentleglova § 32 første ledd tredje punktum, offentleglova § 32 tredje ledd, sivilombudsloven § 15, sivilombudsloven § 25 tredje ledd;
11.04.2025;23.04.2025;SM-2024/6556;https://www.sivilombudet.no/uttalelser/statsforvalterens-kompetanse-i-innsynsklagesaker/;eigedomsskattelova § 20, eigedomsskattelova § 29 andre ledd, forvaltningsloven § 28 tredje ledd, forvaltningsloven § 3-1 første ledd, forvaltningsloven § 33, forvaltningsloven § 34 andre ledd, forvaltningsloven § 34 andre ledd første punktum, forvaltningsloven § 34 siste ledd, grunnloven § 100 femte ledd første punktum, kommuneloven § 2-2, offentleglova § 1, offentleglova § 12 bokstav c, offentleglova § 13, offentleglova § 14, offentleglova § 29 første ledd annet punktum, offentleglova § 32 fjerde ledd, offentleglova § 32 første ledd tredje punktum, offentleglova § 32 tredje ledd;
10.04.2025;23.04.2025;SM-2024/6266;https://www.sivilombudet.no/uttalelser/domstoladministrasjonens-og-styret-for-domstoladministrasjonens-behandling-av-en-innsynssak/;forvaltningsloven § 17, forvaltningsloven § 18, forvaltningsloven § 19, forvaltningsloven § 25, forvaltningsloven § 33, forvaltningsloven § 33 fjerde ledd, forvaltningsloven § 34 andre ledd, forvaltningsloven § 41, offentlegforskrifta § 11 første ledd, offentleglova § 11, offentleglova § 14 første ledd, offentleglova § 29, offentleglova § 29 første ledd, offentleglova § 3, offentleglova § 32 andre ledd, offentleglova § 32 tredje ledd, offentleglova § 9, sivilombudsloven § 15;
09.04.2025;22.04.2025;SM-2024/5331;https://www.sivilombudet.no/uttalelser/mangelfull-veiledning-om-eos-regler-og-dagpengerettigheter/;forskriften § 13-1 første ledd, forskriften § 3, forvaltningsloven § 11;
06.04.2025;09.04.2025;SM-2024/6888;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandlingstid-for-rettighetsklager/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd, pasient- og brukerrettighetsloven § 7-2;
03.04.2025;08.04.2025;SM-2025/717;https://www.sivilombudet.no/uttalelser/saksbehandlingstiden-i-nav-for-soknader-om-pd-u1-attest-for-overforing-av-rettigheter-etter-trygdeforordningen-i-eos-omradet-og-sveits/;forvaltningsloven § 11;
02.04.2025;08.04.2025;SM-2024/3810;https://www.sivilombudet.no/uttalelser/utlendingsnemndas-saksbehandlingstid-i-saker-om-oppholdskort/;forvaltningsloven § 11, utlendingsloven §, utlendingsloven § 114, utlendingsloven § 118, utlendingsloven § 118 fjerde ledd, utlendingsloven § 3, utlendingsloven § 80, utlendingsloven § 90, utlendingsloven§ 76;
21.03.2025;07.04.2025;SM-2024/5413;https://www.sivilombudet.no/uttalelser/sosialstonad-dekning-av-utgifter-til-oppbevaring-av-eiendeler-lagerleie-ved-fengselsopphold/;sivilombudsloven § 12, sosialtjenesteloven § 18, sosialtjenesteloven § 19, sosialtjenesteloven § 47, sosialtjenesteloven § 48;
01.04.2025;07.04.2025;SM-2024/3854;https://www.sivilombudet.no/uttalelser/statsforvalterens-provingskompetanse-i-sak-om-omsorgsstonad/;forvaltningsloven § 34 annet ledd, omsorgstjenesteloven § 3-1, omsorgstjenesteloven § 3-6, omsorgstjenesteloven § 4-1, pasient- og brukerrettighetsloven § 2-1 annet ledd, pasient- og brukerrettighetsloven § 2-8, pasient- og brukerrettighetsloven § 7-2, pasient- og brukerrettighetsloven § 7-7 første ledd tredje punktum, pasientrettighetsloven § 2-8;
25.03.2025;31.03.2025;SM-2025/370;https://www.sivilombudet.no/uttalelser/habilitet-i-statsforvalterens-behandling-av-en-tilsynssak-mot-et-sykehus/;forvaltningsloven § 6 annet ledd, pasient- og brukerrettighetsloven § 7-4;
25.03.2025;27.03.2025;SM-2024/5638;https://www.sivilombudet.no/uttalelser/innsyn-i-sluttavtaler-inngatt-i-forsvaret-pa-bakgrunn-av-straffbare-forhold/;forvaltningsloven §, forvaltningsloven § 13, forvaltningsloven § 13 første ledd, forvaltningsloven § 33 siste ledd, forvaltningsloven§ 29, offentleglova § 13, offentleglova § 3;
20.03.2025;26.03.2025;SM-2024/3724;https://www.sivilombudet.no/uttalelser/innsyn-i-e-post-sendt-fra-et-departement-til-et-annet/;offentleglova § 11, offentleglova § 15, offentleglova § 15 første ledd, offentleglova § 20, offentleglova § 29 første ledd, offentleglova § 3, sivilombudsloven § 10 tredje ledd;
13.03.2025;26.03.2025;SM-2024/3860;https://www.sivilombudet.no/uttalelser/autorisasjon-som-psykolog-basert-pa-utenlandsk-utdanning/;helsepersonelloven § 48, helsepersonelloven § 49;
17.03.2025;26.03.2025;SM-2024/5225;https://www.sivilombudet.no/uttalelser/bergenhus-heimevernsdistrikt-09s-behandling-av-soknader-om-utsatt-tjeneste-grunnet-utdanning/;forskriften § 1 bokstav c, forskriften § 52, grunnloven § 3, grunnloven § 98;
17.03.2025;26.03.2025;SM-2025/255;https://www.sivilombudet.no/uttalelser/behandlingstiden-hos-namsmannen-i-troms-i-utleggssak/;forvaltningsloven § 11, forvaltningsloven § 4 første ledd bokstav b;
17.03.2025;26.03.2025;SM-2024/6761;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandlingstid-i-saker-om-tilsyn-med-helse-og-omsorgstjenesten/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd, pasient- og brukerrettighetsloven § 7, pasient- og brukerrettighetsloven § 7-4, pasient- og brukerrettighetsloven § 7-6;
17.03.2025;26.03.2025;SM-2024/6202;https://www.sivilombudet.no/uttalelser/navs-veiledningsplikt-til-mottaker-av-dagpenger-som-hadde-sokt-foreldrepenger/;folketrygdloven § 14-7 tredje ledd, folketrygdloven § 21-1, folketrygdloven § 4-16 første ledd, folketrygdloven § 4-8 annet ledd, forskriften § 12-1 først ledd bokstav a, forskriften § 12-1 første ledd bokstav a, forvaltningsloven § 11, forvaltningsloven § 16 tredje ledd bokstav c;
21.03.2025;26.03.2025;SM-2024/6446;https://www.sivilombudet.no/uttalelser/saksbehandlingstiden-ved-soknad-om-krav-om-dekning-under-lonnsgarantiordningen/;forvaltningsloven § 11, forvaltningsloven § 17, sivilombudsloven § 15;
07.03.2025;14.03.2025;SM-2025/763;https://www.sivilombudet.no/uttalelser/eidsvoll-kommunes-tidsbruk-i-klagesak-om-omsorgsstonad/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 33;
07.03.2025;14.03.2025;SM-2024/6630;https://www.sivilombudet.no/uttalelser/oslo-kommune-bydel-ullerns-tidsbruk-i-klagesak-om-helse-og-omsorgstjenester/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 33, forvaltningsloven § 33 fjerde ledd, pasient- og brukerrettighetsloven § 7-2;
27.02.2025;12.03.2025;SM-2024/5423;https://www.sivilombudet.no/uttalelser/avsluttende-brev-grimstad-kommune-saksbehandlingstiden-i-byggesaksavdelingen-og-kommunens-oppfolging-av-en-konkret-ulovlighetssak/;forskriften § 7-1 første ledd bokstav c, forvaltningsloven § 1, forvaltningsloven § 11, plan- og bygningsloven §, plan- og bygningsloven § 1-4 første ledd, plan- og bygningsloven § 32-1 første ledd, plan- og bygningsloven§ 1-4;
